ID,Name,Nationality,Club,Position,Age,Overall,Predicted_Overall,Residual
216409,M. Politano,Italy,Inter,RM,24,81,80.80000305175781,0.2
216352,M. Brozović,Croatia,Inter,LDM,25,81,80.77999877929688,0.22
216201,Williams,Spain,Athletic Club de Bilbao,LW,24,81,81.25,-0.25
214997,A. Correa,Argentina,Atlético Madrid,RM,23,81,81.04000091552734,-0.04
213661,A. Christensen,Denmark,Chelsea,LCB,22,81,81.18000030517578,-0.18
212814,João Mário,Portugal,Inter,CAM,25,81,80.88999938964844,0.11
212151,T. Strakosha,Albania,Lazio,GK,23,81,80.8499984741211,0.15
210864,E. Hysaj,Albania,Napoli,RB,24,81,80.9000015258789,0.1
210406,P. Zieliński,Poland,Napoli,RCM,24,81,81.05999755859375,-0.06
210243,Ricardo Pereira,Portugal,Leicester City,RB,24,81,81.05000305175781,-0.05
210035,Grimaldo,Spain,SL Benfica,LB,22,81,81.04000091552734,-0.04
209889,R. Guerreiro,Portugal,Borussia Dortmund,LM,24,81,81.55000305175781,-0.55
208135,A. Doucouré,France,Watford,RDM,25,81,80.55000305175781,0.45
207877,J. Martínez,Venezuela,Atlanta United,LS,25,81,80.73999786376953,0.26
207664,C. Bacca,Colombia,Villarreal CF,LS,31,81,80.93000030517578,0.07
206467,A. Plea,France,Borussia Mönchengladbach,LW,25,81,80.87000274658203,0.13
205923,B. Davies,Wales,Tottenham Hotspur,LB,25,81,80.87000274658203,0.13
205362,M. Nastasić,Serbia,FC Schalke 04,LCB,25,81,80.91999816894531,0.08
205175,A. Milik,Poland,Napoli,CF,24,81,81.08000183105469,-0.08
204923,M. Sabitzer,Austria,RB Leipzig,LM,24,81,80.93000030517578,0.07
204884,B. Mendy,France,Manchester City,LB,23,81,81.16999816894531,-0.17
204024,C. Kramer,Germany,Borussia Mönchengladbach,CDM,27,81,81.37999725341797,-0.38
203890,S. Vrsaljko,Croatia,Inter,RB,26,81,81.19000244140625,-0.19
203486,T. Hazard,Belgium,Borussia Mönchengladbach,RW,25,81,80.87000274658203,0.13
202857,K. Bellarabi,Germany,Bayer 04 Leverkusen,RM,28,81,80.91000366210938,0.09
202685,S. Zaza,Italy,Torino,RS,27,81,81.12000274658203,-0.12
201454,F. Ghoulam,Algeria,Napoli,LB,27,81,81.1500015258789,-0.15
200726,B. Lecomte,France,Montpellier HSC,GK,27,81,81.12000274658203,-0.12
200647,J. Iličić,Slovenia,Atalanta,CAM,30,81,81.0199966430664,-0.02
200610,K. Volland,Germany,Bayer 04 Leverkusen,ST,25,81,80.94999694824219,0.05
200454,Paco Alcácer,Spain,Borussia Dortmund,ST,24,81,80.87999725341797,0.12
199715,Vitolo,Spain,Atlético Madrid,LM,28,81,80.6500015258789,0.35
199503,G. Xhaka,Switzerland,Arsenal,LDM,25,81,81.05999755859375,-0.06
199434,D. Tadić,Serbia,Ajax,LAM,29,81,80.94000244140625,0.06
199042,C. Aránguiz,Chile,Bayer 04 Leverkusen,LDM,29,81,80.8499984741211,0.15
196889,S. Verdi,Italy,Napoli,RW,25,81,80.7300033569336,0.27
195086,D. Lovren,Croatia,Liverpool,RCB,28,81,81.0199966430664,-0.02
193532,G. Medel,Chile,Beşiktaş JK,RCB,30,81,81.0,0.0
193348,X. Shaqiri,Switzerland,Liverpool,CAM,26,81,81.0,0.0
193165,J. Corona,Mexico,FC Porto,RM,25,81,81.0,0.0
193105,A. Areola,France,Paris Saint-Germain,GK,25,81,80.94999694824219,0.05
192641,K. Vogt,Germany,TSG 1899 Hoffenheim,CB,26,81,80.95999908447266,0.04
191740,Ander Herrera,Spain,Manchester United,CM,28,81,81.0199966430664,-0.02
190972,E. Salvio,Argentina,SL Benfica,RW,27,81,80.91999816894531,0.08
190813,S. El Shaarawy,Italy,Roma,LM,25,81,80.79000091552734,0.21
189881,C. Smalling,England,Manchester United,RCB,28,81,81.19999694824219,-0.2
189362,Hulk,Brazil,Shanghai SIPG FC,RCM,31,81,81.19000244140625,-0.19
189358,S. Kagawa,Japan,Borussia Dortmund,CAM,29,81,80.87999725341797,0.12
188988,M. Lanzini,Argentina,West Ham United,CAM,25,81,80.86000061035156,0.14
187491,F. Smolov,Russia,Lokomotiv Moscow,ST,28,81,80.87999725341797,0.12
187072,L. Stindl,Germany,Borussia Mönchengladbach,CF,29,81,81.1500015258789,-0.15
185239,O. Toprak,Turkey,Borussia Dortmund,CB,28,81,81.13999938964844,-0.14
183900,D. Perotti,Argentina,Roma,LW,29,81,81.04000091552734,-0.04
182494,F. Muslera,Uruguay,Galatasaray SK,GK,32,81,81.04000091552734,-0.04
179784,B. Höwedes,Germany,Lokomotiv Moscow,RCB,30,81,80.8499984741211,0.15
179645,S. Kjær,Denmark,Sevilla FC,RCB,29,81,80.8499984741211,0.15
177458,S. Bender,Germany,Bayer 04 Leverkusen,LCB,29,81,80.93000030517578,0.07
177326,M. Valbuena,France,Fenerbahçe SK,LM,33,81,80.91000366210938,0.09
175379,Pedro León,Spain,SD Eibar,RM,31,81,80.91000366210938,0.09
173909,K. Boateng,Ghana,Sassuolo,CM,31,81,80.91999816894531,0.08
173771,L. Piszczek,Poland,Borussia Dortmund,RB,33,81,80.83000183105469,0.17
173221,A. Candreva,Italy,Inter,RM,31,81,81.05999755859375,-0.06
172522,D. Wass,Denmark,Valencia CF,RB,29,81,81.05000305175781,-0.05
170368,E. Lamela,Argentina,Tottenham Hotspur,RM,26,81,81.18000030517578,-0.18
169595,D. Rose,England,Tottenham Hotspur,LB,27,81,80.48999786376953,0.51
169416,C. Vela,Mexico,Los Angeles FC,RW,29,81,81.05999755859375,-0.06
169195,Renato Augusto,Brazil,Beijing Sinobo Guoan FC,LCM,30,81,81.04000091552734,-0.04
167905,A. Valencia,Ecuador,Manchester United,RM,32,81,80.86000061035156,0.14
164835,L. Fabiański,Poland,West Ham United,GK,33,81,81.01000213623047,-0.01
162347,João Moutinho,Portugal,Wolverhampton Wanderers,RCM,31,81,80.93000030517578,0.07
161956,Borja Valero,Spain,Inter,CAM,33,81,81.0199966430664,-0.02
159261,F. Quagliarella,Italy,Sampdoria,RS,35,81,80.80999755859375,0.19
159145,B. Gomis,France,Al Hilal,ST,32,81,80.87000274658203,0.13
157960,Manuel Fernandes,Portugal,Lokomotiv Moscow,LM,32,81,80.95999908447266,0.04
156519,H. Herrera,Mexico,FC Porto,CM,28,81,80.70999908447266,0.29
144622,Raffael,Brazil,Borussia Mönchengladbach,CF,33,81,80.80000305175781,0.2
139068,Nani,Portugal,Sporting CP,LM,31,81,81.02999877929688,-0.03
138412,J. Milner,England,Liverpool,CM,32,81,81.41000366210938,-0.41
112316,J. Mathieu,France,Sporting CP,LCB,34,81,80.69000244140625,0.31
45186,Joaquín,Spain,Real Betis,LS,36,81,80.33999633789062,0.66
239207,M. Gómez,Uruguay,RC Celta,ST,21,80,79.73999786376953,0.26
235790,K. Havertz,Germany,Bayer 04 Leverkusen,CAM,19,80,79.83999633789062,0.16
235569,T. Ndombele,France,Olympique Lyonnais,CM,21,80,79.9000015258789,0.1
234906,H. Aouar,France,Olympique Lyonnais,LM,20,80,80.0,0.0
234153,Carlos Soler,Spain,Valencia CF,RM,21,80,80.04000091552734,-0.04
234035,Odriozola,Spain,Real Madrid,RB,22,80,80.33999633789062,-0.34
230977,M. Almirón,Paraguay,Atlanta United,CAM,24,80,79.94999694824219,0.05
230347,Welington Dano,Brazil,Cruzeiro,LB,30,80,79.81999969482422,0.18
230234,Everton Andrão,Brazil,Fluminense,CDM,34,80,79.18000030517578,0.82
230142,Oyarzabal,Spain,Real Sociedad,CAM,21,80,80.08000183105469,-0.08
228229,F. Balbuena,Paraguay,West Ham United,RCB,26,80,80.48999786376953,-0.49
227536,M. Marega,Mali,FC Porto,RS,27,80,79.79000091552734,0.21
226851,B. Pavard,France,VfB Stuttgart,RB,22,80,79.94999694824219,0.05
226790,W. Ndidi,Nigeria,Leicester City,LDM,21,80,79.47000122070312,0.53
226753,A. Onana,Cameroon,Ajax,GK,22,80,79.20999908447266,0.79
226226,G. Lo Celso,Argentina,Real Betis,RCM,22,80,79.9000015258789,0.1
224334,M. Acuña,Argentina,Sporting CP,LB,26,80,79.79000091552734,0.21
224293,Rúben Neves,Portugal,Wolverhampton Wanderers,LCM,21,80,79.80000305175781,0.2
221639,Mariano,Dominican Republic,Real Madrid,ST,24,80,80.06999969482422,-0.07
221540,Raúl,Brazil,SC Braga,CB,28,80,79.48999786376953,0.51
220477,M. Caldara,Italy,Milan,CB,24,80,79.93000030517578,0.07
219985,M. Vecino,Uruguay,Inter,LM,26,80,79.83999633789062,0.16
219809,T. Bakayoko,France,Milan,LCM,23,80,79.81999969482422,0.18
218339,M. Dahoud,Germany,Borussia Dortmund,CM,22,80,79.73999786376953,0.26
216547,Rafa,Portugal,SL Benfica,RW,25,80,80.12000274658203,-0.12
215785,K. Baldé,Senegal,Inter,RM,23,80,79.98999786376953,0.01
215316,G. Rulli,Argentina,Real Sociedad,GK,26,80,80.37000274658203,-0.37
214584,F. Armani,Argentina,River Plate,GK,31,80,79.81999969482422,0.18
212692,Rony Lopes,Portugal,AS Monaco,RM,22,80,79.97000122070312,0.03
212623,Santi Mina,Spain,Valencia CF,LS,22,80,79.95999908447266,0.04
211748,K. Demirbay,Germany,TSG 1899 Hoffenheim,RCM,24,80,79.9800033569336,0.02
211688,Gayà,Spain,Valencia CF,LB,23,80,80.08000183105469,-0.08
211575,André Gomes,Portugal,Everton,LDM,24,80,80.0199966430664,-0.02
211256,N. Tagliafico,Argentina,Ajax,LB,25,80,79.9000015258789,0.1
210896,M. Sanson,France,Olympique de Marseille,RDM,23,80,80.25,-0.25
209960,Pacheco,Spain,Deportivo Alavés,GK,26,80,80.1500015258789,-0.15
208333,E. Can,Germany,Juventus,CM,24,80,80.22000122070312,-0.22
208128,H. Çalhanoğlu,Turkey,Milan,CAM,24,80,80.20999908447266,-0.21
207862,M. Ginter,Germany,Borussia Mönchengladbach,RWB,24,80,79.69999694824219,0.3
207599,M. Keane,England,Everton,RCB,25,80,79.91000366210938,0.09
207439,L. Paredes,Argentina,Free Agent,CM,24,80,79.41000366210938,0.59
206413,T. Stepanenko,Ukraine,Shakhtar Donetsk,RDM,28,80,79.5999984741211,0.4
205988,L. Shaw,England,Manchester United,LB,22,80,80.0,0.0
205705,Z. Feddal,Morocco,Real Betis,CB,28,80,79.54000091552734,0.46
205693,S. Haller,France,Eintracht Frankfurt,RS,24,80,80.01000213623047,-0.01
205525,Bernard,Brazil,Everton,LM,25,80,79.69999694824219,0.3
205114,T. Inui,Japan,Real Betis,LM,30,80,80.19999694824219,-0.2
205070,Portu,Spain,Girona FC,RM,26,80,79.83000183105469,0.17
204529,M. Batshuayi,Belgium,Valencia CF,ST,24,80,79.77999877929688,0.22
204399,E. Zahavi,Israel,Guangzhou R&F; FC,LS,30,80,80.13999938964844,-0.14
204120,T. Vaclík,Czech Republic,Sevilla FC,GK,29,80,79.91999816894531,0.08
203841,N. Pope,England,Burnley,GK,26,80,80.08999633789062,-0.09
203747,Héctor Bellerín,Spain,Arsenal,RB,23,80,80.02999877929688,-0.03
203605,P. Kadeřábek,Czech Republic,TSG 1899 Hoffenheim,RWB,26,80,79.91999816894531,0.08
203042,J. Butland,England,Stoke City,GK,25,80,79.9000015258789,0.1
202849,J. Vestergaard,Denmark,Southampton,CB,25,80,79.69000244140625,0.31
202695,J. Tarkowski,England,Burnley,RCB,25,80,79.95999908447266,0.04
202477,Deulofeu,Spain,Watford,RS,24,80,80.01000213623047,-0.01
202335,E. Dier,England,Tottenham Hotspur,CDM,24,80,80.08000183105469,-0.08
201377,J. Murillo,Colombia,Valencia CF,LCB,26,80,80.33000183105469,-0.33
201144,M. Badelj,Croatia,Lazio,CDM,29,80,79.95999908447266,0.04
201119,Ismaily,Brazil,Shakhtar Donetsk,LB,28,80,79.43000030517578,0.57
200536,N. Schulz,Germany,TSG 1899 Hoffenheim,LWB,25,80,79.27999877929688,0.72
200458,L. Digne,France,Everton,LB,24,80,79.83999633789062,0.16
200318,M. Uth,Germany,FC Schalke 04,ST,26,80,80.47000122070312,-0.47
200315,Cristian Tello,Spain,Real Betis,LM,26,80,79.83999633789062,0.16
199206,D. Vida,Croatia,Beşiktaş JK,LCB,29,80,79.8499984741211,0.15
199110,L. Muriel,Colombia,Sevilla FC,ST,27,80,80.04000091552734,-0.04
199069,V. Aboubakar,Cameroon,FC Porto,ST,26,80,80.33000183105469,-0.33
198784,A. Oxlade-Chamberlain,England,Liverpool,CM,24,80,80.01000213623047,-0.01
197853,S. Aurier,Ivory Coast,Tottenham Hotspur,RB,25,80,80.08000183105469,-0.08
197061,J. Matip,Cameroon,Liverpool,CB,26,80,80.69999694824219,-0.7
195861,Y. Rakitskyi,Ukraine,Shakhtar Donetsk,LCB,28,80,79.98999786376953,0.01
194879,Sergi Enrich,Spain,SD Eibar,RS,28,80,79.98999786376953,0.01
194794,A. Yarmolenko,Ukraine,West Ham United,RM,28,80,80.19000244140625,-0.19
194229,Hugo Mallo,Spain,RC Celta,RB,27,80,80.08000183105469,-0.08
194022,André Almeida,Portugal,SL Benfica,RB,27,80,79.9000015258789,0.1
193886,D. Didavi,Germany,VfB Stuttgart,CAM,28,80,79.97000122070312,0.03
193352,R. Rodríguez,Switzerland,Milan,LB,25,80,79.97000122070312,0.03
193061,R. Pereyra,Argentina,Watford,LM,27,80,79.87999725341797,0.12
192789,Mario Gaspar,Spain,Villarreal CF,RB,27,80,79.72000122070312,0.28
191687,Maicon,Brazil,Galatasaray SK,CB,29,80,80.05000305175781,-0.05
190815,D. Blind,Netherlands,Ajax,LB,28,80,80.12000274658203,-0.12
190778,J. Zoet,Netherlands,PSV,GK,27,80,80.08000183105469,-0.08
190544,A. Ljajić,Serbia,Beşiktaş JK,CAM,26,80,79.94999694824219,0.05
190286,Canales,Spain,Real Betis,RCM,27,80,79.91999816894531,0.08
190264,Iago Falqué,Spain,Torino,RW,28,80,80.05000305175781,-0.05
189805,L. de Jong,Netherlands,PSV,ST,27,80,79.80999755859375,0.19
189690,Guaita,Spain,Crystal Palace,GK,31,80,80.04000091552734,-0.04
189575,Muniain,Spain,Athletic Club de Bilbao,CAM,25,80,80.05999755859375,-0.06
189354,Susaeta,Spain,Athletic Club de Bilbao,RW,30,80,80.16000366210938,-0.16
189251,S. Rudy,Germany,FC Schalke 04,CDM,28,80,79.7699966430664,0.23
188943,K. Trapp,Germany,Eintracht Frankfurt,GK,27,80,80.01000213623047,-0.01
188942,V. Wanyama,Kenya,Tottenham Hotspur,CDM,27,80,80.31999969482422,-0.32
188829,N. Nkoulou,Cameroon,Torino,CB,28,80,79.81999969482422,0.18
188388,R. Boudebouz,Algeria,Real Betis,CAM,28,80,79.91999816894531,0.08
188005,Camacho,Spain,VfL Wolfsburg,CDM,28,80,79.95999908447266,0.04
186569,S. Ulreich,Germany,FC Bayern München,GK,29,80,79.88999938964844,0.11
186547,M. Musacchio,Argentina,Milan,RCB,27,80,79.7699966430664,0.23
186537,C. Stuani,Uruguay,Girona FC,ST,31,80,80.08999633789062,-0.09
185122,P. Gulácsi,Hungary,RB Leipzig,GK,28,80,79.80999755859375,0.19
184120,Bruno,Spain,Villarreal CF,CM,34,80,79.97000122070312,0.03
183427,F. Delph,England,Manchester City,LB,28,80,79.91000366210938,0.09
180819,A. Lallana,England,Liverpool,CM,30,80,80.05000305175781,-0.05
180334,Marcelo,Brazil,Olympique Lyonnais,RCB,31,80,79.91000366210938,0.09
180216,S. Coleman,Republic of Ireland,Everton,RWB,29,80,79.9800033569336,0.02
180175,Alexandre Pato,Brazil,Tianjin Quanjian FC,ST,28,80,79.94999694824219,0.05
178424,Antunes,Portugal,Getafe CF,LB,31,80,80.05000305175781,-0.05
177604,Nacho Monreal,Spain,Arsenal,LB,32,80,79.86000061035156,0.14
177600,Beñat,Spain,Athletic Club de Bilbao,LCM,31,80,80.0,0.0
176915,A. Fernández,Argentina,Beijing Renhe FC,LDM,32,80,79.9000015258789,0.1
176600,K. Gameiro,France,Valencia CF,ST,31,80,80.22000122070312,-0.22
176376,I. Piatti,Argentina,Montreal Impact,LW,33,80,79.9800033569336,0.02
176104,V. Birsa,Slovenia,Chievo Verona,CAM,31,80,80.02999877929688,-0.03
173373,S. Romero,Argentina,Manchester United,GK,31,80,80.04000091552734,-0.04
173208,D. Criscito,Italy,Genoa,LCB,31,80,79.98999786376953,0.01
172114,D. Valeri,Argentina,Portland Timbers,RF,32,80,79.9800033569336,0.02
171833,D. Sturridge,England,Liverpool,ST,28,80,80.01000213623047,-0.01
171579,Raúl García,Spain,Athletic Club de Bilbao,CAM,31,80,80.20999908447266,-0.21
170815,S. Defour,Belgium,Burnley,LCM,30,80,80.19999694824219,-0.2
166706,M. Škrtel,Slovakia,Fenerbahçe SK,LCB,33,80,79.87000274658203,0.13
165109,S. Radu,Romania,Lazio,LCB,31,80,79.91000366210938,0.09
164468,G. Cahill,England,Chelsea,CB,32,80,79.88999938964844,0.11
163711,L. Diarra,France,Paris Saint-Germain,CDM,33,80,79.87999725341797,0.12
159147,L. Perrin,France,AS Saint-Étienne,RCB,32,80,79.58000183105469,0.42
158625,Dante,Brazil,OGC Nice,CB,34,80,79.88999938964844,0.11
156713,A. Granqvist,Sweden,Free Agent,LCB,33,80,79.86000061035156,0.14
153244,A. Gignac,France,Tigres U.A.N.L.,ST,32,80,79.8499984741211,0.15
150418,M. Gómez,Germany,VfB Stuttgart,LS,32,80,80.05000305175781,-0.05
148119,I. Akinfeev,Russia,PFC CSKA Moscow,GK,32,80,79.98999786376953,0.01
147782,I. Denisov,Russia,Lokomotiv Moscow,RDM,34,80,79.56999969482422,0.43
146760,Juanfran,Spain,Atlético Madrid,RB,33,80,79.91999816894531,0.08
146748,Diego López,Spain,RCD Espanyol,GK,36,80,80.05999755859375,-0.06
146562,Santi Cazorla,Spain,Villarreal CF,LCM,33,80,79.87000274658203,0.13
146536,Jesús Navas,Spain,Sevilla FC,RM,32,80,80.02999877929688,-0.03
142754,J. Mascherano,Argentina,Hebei China Fortune FC,LDM,34,80,80.12000274658203,-0.12
140293,A. Mirante,Italy,Roma,GK,34,80,79.98999786376953,0.01
139997,D. Srna,Croatia,Cagliari,RB,36,80,80.05999755859375,-0.06
121944,B. Schweinsteiger,Germany,Chicago Fire,LCB,33,80,79.87000274658203,0.13
110677,Moyá,Spain,Real Sociedad,GK,34,80,79.87999725341797,0.12
54050,W. Rooney,England,DC United,ST,32,80,80.2300033569336,-0.23
49369,Fernando Torres,Spain,Sagan Tosu,LS,34,80,79.76000213623047,0.24
49031,S. Sorrentino,Italy,Chievo Verona,GK,39,80,79.8499984741211,0.15
244369,V. Tsygankov,Ukraine,Dynamo Kyiv,RM,20,79,78.9000015258789,0.1
239818,Rúben Dias,Portugal,SL Benfica,RCB,21,79,78.94000244140625,0.06
236632,David Neres,Brazil,Ajax,RW,21,79,78.83000183105469,0.17
233419,Raphinha,Brazil,Sporting CP,RM,21,79,78.88999938964844,0.11
232097,A. Harit,Morocco,FC Schalke 04,LCM,21,79,78.79000091552734,0.21
231943,Richarlison,Brazil,Everton,ST,21,79,78.87999725341797,0.12
231478,L. Martínez,Argentina,Inter,ST,20,79,78.79000091552734,0.21
230938,F. Kessié,Ivory Coast,Milan,CM,21,79,79.12000274658203,-0.12
230498,Luimo Boas Santos,Brazil,Santos,ST,30,79,78.9000015258789,0.1
230312,Gabri Prestão,Brazil,Internacional,GK,26,79,78.91999816894531,0.08
230251,Melvin Parrela,Brazil,América FC (Minas Gerais),LCM,30,79,78.9800033569336,0.02
230212,Antônio Chiamuloira,Brazil,Internacional,CB,30,79,79.05999755859375,-0.06
230201,Maikel Catarino,Brazil,Atlético Mineiro,RB,34,79,79.02999877929688,-0.03
229909,A. Lunev,Russia,Free Agent,GK,26,79,78.83999633789062,0.16
228941,André Silva,Portugal,Sevilla FC,ST,22,79,79.33000183105469,-0.33
227796,C. Pulisic,United States,Borussia Dortmund,RM,19,79,79.02999877929688,-0.03
227290,M. Dmitrović,Serbia,SD Eibar,GK,26,79,78.95999908447266,0.04
227234,L. Tousart,France,Olympique Lyonnais,RDM,21,79,78.66999816894531,0.33
226161,Marcos Llorente,Spain,Real Madrid,CDM,23,79,79.05999755859375,-0.06
225997,B. Verbič,Slovenia,Dynamo Kyiv,LM,24,79,78.83999633789062,0.16
225953,S. Bergwijn,Netherlands,PSV,LW,20,79,78.4800033569336,0.52
225711,A. Diallo,France,Borussia Dortmund,LCB,22,79,79.33000183105469,-0.33
225663,A. Golovin,Russia,AS Monaco,CAM,22,79,79.08999633789062,-0.09
225647,M. Campaña,Uruguay,Independiente,GK,29,79,79.33999633789062,-0.34
224254,C. Pavón,Argentina,Boca Juniors,RW,22,79,79.05999755859375,-0.06
224069,K. Toko-Ekambi,Cameroon,Villarreal CF,LS,25,79,79.01000213623047,-0.01
223682,Granell,Spain,Girona FC,LWB,29,79,78.87999725341797,0.12
223061,F. Cervi,Argentina,SL Benfica,LW,24,79,79.1500015258789,-0.15
222028,J. Weigl,Germany,Borussia Dortmund,CDM,22,79,78.88999938964844,0.11
221660,V. Lindelöf,Sweden,Manchester United,CB,23,79,78.87000274658203,0.13
220018,A. Rebić,Croatia,Eintracht Frankfurt,CAM,24,79,79.02999877929688,-0.03
219932,A. Sanabria,Paraguay,Real Betis,ST,22,79,78.83999633789062,0.16
219576,R. Battaglia,Argentina,Sporting CP,CM,26,79,79.16999816894531,-0.17
216497,M. Philipp,Germany,Borussia Dortmund,ST,24,79,79.08000183105469,-0.08
216388,A. Saint-Maximin,France,OGC Nice,RS,21,79,78.79000091552734,0.21
216150,D. Zappacosta,Italy,Chelsea,RB,26,79,79.08999633789062,-0.09
215353,L. Alario,Argentina,Bayer 04 Leverkusen,ST,25,79,78.94000244140625,0.06
215061,D. Benedetto,Argentina,Boca Juniors,ST,28,79,78.93000030517578,0.07
215057,I. Marcone,Argentina,Cruz Azul,RDM,28,79,79.05999755859375,-0.06
214947,J. Gbamin,Ivory Coast,1. FSV Mainz 05,RCM,22,79,78.62000274658203,0.38
213991,J. Lerma,Colombia,Bournemouth,RCM,23,79,79.0199966430664,-0.02
213516,Ricardo Horta,Portugal,SC Braga,LM,23,79,79.16000366210938,-0.16
213160,R. Zobnin,Russia,Spartak Moscow,LDM,24,79,79.0199966430664,-0.02
212150,M. Meyer,Germany,Crystal Palace,LM,22,79,78.86000061035156,0.14
211368,Bruma,Portugal,RB Leipzig,LW,23,79,79.12999725341797,-0.13
211267,R. Centurión,Argentina,Racing Club,RM,25,79,78.97000122070312,0.03
210455,Jonny,Spain,Wolverhampton Wanderers,LWB,24,79,78.79000091552734,0.21
210411,Otávio,Brazil,FC Porto,RM,23,79,79.1500015258789,-0.15
210324,J. Hofmann,Germany,Borussia Mönchengladbach,CAM,25,79,79.0199966430664,-0.02
208920,N. Aké,Netherlands,Bournemouth,CB,23,79,79.0199966430664,-0.02
208334,J. Hector,Germany,1. FC Köln,LWB,28,79,79.25,-0.25
207993,S. Kolašinac,Bosnia Herzegovina,Arsenal,LB,25,79,78.91000366210938,0.09
207939,G. Pizarro,Argentina,Tigres U.A.N.L.,LDM,28,79,78.68000030517578,0.32
207732,Roger,Spain,Levante UD,RS,27,79,79.08999633789062,-0.09
206652,Sergio Rico,Spain,Fulham,GK,24,79,78.79000091552734,0.21
206304,L. Milivojević,Serbia,Crystal Palace,RCM,27,79,78.87000274658203,0.13
205407,D. Baselli,Italy,Torino,CDM,26,79,79.7300033569336,-0.73
205193,K. Rekik,Netherlands,Hertha BSC,CB,23,79,78.94999694824219,0.05
205192,Denis Suárez,Spain,FC Barcelona,CM,24,79,79.2699966430664,-0.27
204638,W. Orban,Hungary,RB Leipzig,RCB,25,79,78.98999786376953,0.01
204614,Mário Rui,Portugal,Napoli,LB,27,79,79.4000015258789,-0.4
204525,Iñigo Martínez,Spain,Athletic Club de Bilbao,LCB,27,79,79.20999908447266,-0.21
204311,K. Zouma,France,Everton,CB,23,79,78.9000015258789,0.1
204277,Roque Mesa,Spain,Sevilla FC,CDM,29,79,78.9800033569336,0.02
204082,J. Brooks,United States,VfL Wolfsburg,LCB,25,79,79.12000274658203,-0.12
203775,L. Karius,Germany,Beşiktaş JK,GK,25,79,78.9800033569336,0.02
203757,Zé Luís,Cape Verde,Spartak Moscow,ST,27,79,79.3499984741211,-0.35
203483,D. Klaassen,Netherlands,SV Werder Bremen,LCM,25,79,78.94000244140625,0.06
203362,M. Elyounoussi,Norway,Southampton,LM,23,79,79.04000091552734,-0.04
203106,L. Bittencourt,Germany,TSG 1899 Hoffenheim,LM,24,79,78.94999694824219,0.05
202648,Sergi Darder,Spain,RCD Espanyol,RCM,24,79,78.94999694824219,0.05
202562,J. Roussillon,France,VfL Wolfsburg,LB,25,79,79.05999755859375,-0.06
202325,D. Demme,Germany,RB Leipzig,CDM,26,79,78.54000091552734,0.46
202201,J. Gouweleeuw,Netherlands,FC Augsburg,RCB,26,79,78.76000213623047,0.24
201862,M. Rojo,Argentina,Manchester United,CB,28,79,79.02999877929688,-0.03
201519,J. Veretout,France,Fiorentina,CDM,25,79,79.41999816894531,-0.42
